Food,Food_code,GRMS,KCAL,TFAT,SFAT,PROT,CARB,CHOL,SUGR,SODM,FIBE,co2,Food_type,ingredients,m_hei,f_hei
"Moo Shu (Mu Shi) Pork, without Chinese pancakeWhite rice with tomato saucePastry, Chinese, made with rice flour",139033610,450,1178.7835489577,82.5962535996875,12.5322240326104,35.922296714178,73.9043287742699,283.940397350993,23.6544737999851,2250.54548486607,2.81975412463517,0.92219260066341,main_dishsideside,"['eggwhole', 'cornfieldstarch', 'peanutoil', 'oliveoil', 'oniongreen', 'porkfat', 'sunfloweroil', 'soybeanoil', 'saffloweroil', 'cabbage', 'cottonseedoil', 'sugarcanesugar', 'mushroom', 'rapeseedoil', 'beetsugar', 'soybeanseed', 'sesameoil', 'wheatflour', 'cornfieldoil', 'grapewineandsherry', 'porkmeat']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",2,2
"Moo Shu (Mu Shi) Pork, without Chinese pancakeWhite rice with tomato sauceWhite rice with tomato sauce",143742760,450,1036.35752505019,77.9433043541457,11.9234056904587,35.6314873863316,48.6674093151282,283.940397350993,5.98486768593464,2747.74321169342,2.5297286494245,0.951727113772088,main_dishsideside,"['eggwhole', 'cornfieldstarch', 'peanutoil', 'oliveoil', 'oniongreen', 'porkfat', 'sunfloweroil', 'soybeanoil', 'saffloweroil', 'cabbage', 'cottonseedoil', 'sugarcanesugar', 'mushroom', 'rapeseedoil', 'beetsugar', 'soybeanseed', 'sesameoil', 'wheatflour', 'cornfieldoil', 'grapewineandsherry', 'porkmeat']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",2,2
"General Tso (General Gau) chickenPastry, Chinese, made with rice flourPastry, Chinese, made with rice flour",134349450,450,1224.78618540262,52.7593860984272,8.6220253195139,37.1814222898698,150.423793819913,131.849315068493,67.2431808847333,1101.43811456597,4.34242951366239,0.570888534630022,main_dishsideside,"['milkfat', 'saffloweroil', 'peanutoil', 'cottonseedoil', 'chickenmeatbyproducts', 'beetsugar', 'gingerdried', 'milknonfatsolids', 'eggyolk', 'sugarcanesugar', 'waterindirectallsources', 'rapeseedoil', 'sunfloweroil', 'cornfieldstarch', 'broccoli', 'oliveoil', 'chickenskin', 'soybeanoil', 'chickenmeat', 'peppernonbelldried', 'wheatflour', 'milkwater', 'soybeanseed', 'cornfieldoil', 'sesameoil', 'chickenfat']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",2,2
"General Tso (General Gau) chickenPastry, Chinese, made with rice flourWhite rice with tomato sauce",139058600,450,1082.36016149512,48.1064368528853,8.01320697736223,36.8906129620234,125.186874360771,131.849315068493,49.5735747706828,1598.63584139333,4.05240403845173,0.6004230477387,main_dishsideside,"['milkfat', 'saffloweroil', 'peanutoil', 'cottonseedoil', 'chickenmeatbyproducts', 'beetsugar', 'gingerdried', 'milknonfatsolids', 'eggyolk', 'sugarcanesugar', 'waterindirectallsources', 'rapeseedoil', 'sunfloweroil', 'cornfieldstarch', 'broccoli', 'oliveoil', 'chickenskin', 'soybeanoil', 'chickenmeat', 'peppernonbelldried', 'wheatflour', 'milkwater', 'soybeanseed', 'cornfieldoil', 'sesameoil', 'chickenfat']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",2,2
"General Tso (General Gau) chickenWhite rice with tomato saucePastry, Chinese, made with rice flour",139058600,450,1082.36016149512,48.1064368528853,8.01320697736223,36.8906129620234,125.186874360771,131.849315068493,49.5735747706828,1598.63584139333,4.05240403845173,0.6004230477387,main_dishsideside,"['milkfat', 'saffloweroil', 'peanutoil', 'cottonseedoil', 'chickenmeatbyproducts', 'beetsugar', 'gingerdried', 'milknonfatsolids', 'eggyolk', 'sugarcanesugar', 'waterindirectallsources', 'rapeseedoil', 'sunfloweroil', 'cornfieldstarch', 'broccoli', 'oliveoil', 'chickenskin', 'soybeanoil', 'chickenmeat', 'peppernonbelldried', 'wheatflour', 'milkwater', 'soybeanseed', 'cornfieldoil', 'sesameoil', 'chickenfat']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",2,2
General Tso (General Gau) chickenWhite rice with tomato sauceWhite rice with tomato sauce,143767750,450,939.934137587613,43.4534876073435,7.40438863521055,36.599803634177,99.9499549016292,131.849315068493,31.9039686566323,2095.83356822068,3.76237856324107,0.629957560847378,main_dishsideside,"['milkfat', 'saffloweroil', 'peanutoil', 'cottonseedoil', 'chickenmeatbyproducts', 'beetsugar', 'gingerdried', 'milknonfatsolids', 'eggyolk', 'sugarcanesugar', 'waterindirectallsources', 'rapeseedoil', 'sunfloweroil', 'cornfieldstarch', 'broccoli', 'oliveoil', 'chickenskin', 'soybeanoil', 'chickenmeat', 'peppernonbelldried', 'wheatflour', 'milkwater', 'soybeanseed', 'cornfieldoil', 'sesameoil', 'chickenfat']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",3,1
"Egg foo yung (young), NFSPastry, Chinese, made with rice flourPastry, Chinese, made with rice flour",139009500,450,796.772486772486,26.7661375661376,5.93134038800705,34.3382716049383,103.169488536155,541.428571428571,46.0934744268077,878.395061728395,2.83068783068783,0.816373097033406,main_dishsideside,"['waterchestnut', 'oliveoil', 'beanmungseed', 'wheatflour', 'saffloweroil', 'soybeanseed', 'rapeseedoil', 'cottonseedoil', 'soybeanoil', 'sunfloweroil', 'oniongreen', 'eggwhole', 'peanutoil', 'cornfieldoil', 'sesameoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",3,2
"Egg foo yung (young), NFSPastry, Chinese, made with rice flourWhite rice with tomato sauce",143718650,450,654.346462864981,22.1131883205957,5.32252204585538,34.0474622770919,77.9325690770135,541.428571428571,28.4238683127572,1375.59278855575,2.54066235547717,0.845907610142084,main_dishsideside,"['waterchestnut', 'oliveoil', 'beanmungseed', 'wheatflour', 'saffloweroil', 'soybeanseed', 'rapeseedoil', 'cottonseedoil', 'soybeanoil', 'sunfloweroil', 'oniongreen', 'eggwhole', 'peanutoil', 'cornfieldoil', 'sesameoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",3,3
"Egg foo yung (young), NFSWhite rice with tomato saucePastry, Chinese, made with rice flour",143718650,450,654.346462864981,22.1131883205957,5.32252204585538,34.0474622770919,77.9325690770135,541.428571428571,28.4238683127572,1375.59278855575,2.54066235547717,0.845907610142084,main_dishsideside,"['waterchestnut', 'oliveoil', 'beanmungseed', 'wheatflour', 'saffloweroil', 'soybeanseed', 'rapeseedoil', 'cottonseedoil', 'soybeanoil', 'sunfloweroil', 'oniongreen', 'eggwhole', 'peanutoil', 'cornfieldoil', 'sesameoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",3,3
"Egg foo yung (young), NFSWhite rice with tomato sauceWhite rice with tomato sauce",148427800,450,511.920438957476,17.4602390750539,4.7137037037037,33.7566529492455,52.6956496178718,541.428571428571,10.7542621987066,1872.79051538311,2.25063688026651,0.875442123250762,main_dishsideside,"['waterchestnut', 'oliveoil', 'beanmungseed', 'wheatflour', 'saffloweroil', 'soybeanseed', 'rapeseedoil', 'cottonseedoil', 'soybeanoil', 'sunfloweroil', 'oniongreen', 'eggwhole', 'peanutoil', 'cornfieldoil', 'sesameoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",3,5
"Chicken egg foo yung (young)Pastry, Chinese, made with rice flourPastry, Chinese, made with rice flour",139009510,450,829.551280191133,29.7906087074278,6.61165117411309,37.0452185884849,102.095396083818,479.890310786106,46.0059842204875,1031.019767918,3.25899809446428,0.783990752741759,main_dishsideside,"['cottonseedoil', 'cornfieldoil', 'milkfat', 'chickenfat', 'rapeseedoil', 'sesameoil', 'chickenmeat', 'milknonfatsolids', 'saffloweroil', 'onionbulb', 'oliveoil', 'peanutoil', 'beanmungseed', 'eggwhole', 'waterchestnut', 'soybeanoil', 'sunfloweroil', 'milkwater']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",3,2
"Chicken egg foo yung (young)Pastry, Chinese, made with rice flourWhite rice with tomato sauce",143718660,450,687.125256283628,25.1376594618859,6.00283283196142,36.7544092606385,76.8584766246761,479.890310786106,28.336378106437,1528.21749474536,2.96897261925362,0.813525265850437,main_dishsideside,"['cottonseedoil', 'cornfieldoil', 'milkfat', 'chickenfat', 'rapeseedoil', 'sesameoil', 'chickenmeat', 'milknonfatsolids', 'saffloweroil', 'onionbulb', 'oliveoil', 'peanutoil', 'beanmungseed', 'eggwhole', 'waterchestnut', 'soybeanoil', 'sunfloweroil', 'milkwater']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",4,3
"Chicken egg foo yung (young)White rice with tomato saucePastry, Chinese, made with rice flour",143718660,450,687.125256283628,25.1376594618859,6.00283283196142,36.7544092606385,76.8584766246761,479.890310786106,28.336378106437,1528.21749474536,2.96897261925362,0.813525265850437,main_dishsideside,"['cottonseedoil', 'cornfieldoil', 'milkfat', 'chickenfat', 'rapeseedoil', 'sesameoil', 'chickenmeat', 'milknonfatsolids', 'saffloweroil', 'onionbulb', 'oliveoil', 'peanutoil', 'beanmungseed', 'eggwhole', 'waterchestnut', 'soybeanoil', 'sunfloweroil', 'milkwater']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",4,3
Chicken egg foo yung (young)White rice with tomato sauceWhite rice with tomato sauce,148427810,450,544.699232376123,20.4847102163441,5.39401448980974,36.4635999327921,51.6215571655344,479.890310786106,10.6667719923865,2025.41522157271,2.67894714404296,0.843059778959115,main_dishsideside,"['cottonseedoil', 'cornfieldoil', 'milkfat', 'chickenfat', 'rapeseedoil', 'sesameoil', 'chickenmeat', 'milknonfatsolids', 'saffloweroil', 'onionbulb', 'oliveoil', 'peanutoil', 'beanmungseed', 'eggwhole', 'waterchestnut', 'soybeanoil', 'sunfloweroil', 'milkwater']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",4,4
"Pork egg foo yung (young)Pastry, Chinese, made with rice flourPastry, Chinese, made with rice flour",139009520,450,854.848403415508,31.9659790311451,7.90848374057176,38.1281577930275,101.751172790298,456.35108294713,46.4727198542892,842.477202671408,2.66812190580279,0.83322877348933,main_dishsideside,"['milkfat', 'sesameoil', 'porkmeat', 'peanutoil', 'milknonfatsolids', 'oliveoil', 'waterchestnut', 'onionbulb', 'soybeanoil', 'eggwhole', 'saffloweroil', 'cornfieldoil', 'beanmungseed', 'sunfloweroil', 'cottonseedoil', 'milkwater', 'porkfat', 'rapeseedoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",3,1
"Pork egg foo yung (young)Pastry, Chinese, made with rice flourWhite rice with tomato sauce",143718670,450,712.422379508003,27.3130297856032,7.29966539842009,37.8373484651811,76.5142533311559,456.35108294713,28.8031137402387,1339.67492949876,2.37809643059213,0.862763286598008,main_dishsideside,"['milkfat', 'sesameoil', 'porkmeat', 'peanutoil', 'milknonfatsolids', 'oliveoil', 'waterchestnut', 'onionbulb', 'soybeanoil', 'eggwhole', 'saffloweroil', 'cornfieldoil', 'beanmungseed', 'sunfloweroil', 'cottonseedoil', 'milkwater', 'porkfat', 'rapeseedoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']",3,3
"Pork egg foo yung (young)White rice with tomato saucePastry, Chinese, made with rice flour",143718670,450,712.422379508003,27.3130297856032,7.29966539842009,37.8373484651811,76.5142533311559,456.35108294713,28.8031137402387,1339.67492949876,2.37809643059213,0.862763286598008,main_dishsideside,"['milkfat', 'sesameoil', 'porkmeat', 'peanutoil', 'milknonfatsolids', 'oliveoil', 'waterchestnut', 'onionbulb', 'soybeanoil', 'eggwhole', 'saffloweroil', 'cornfieldoil', 'beanmungseed', 'sunfloweroil', 'cottonseedoil', 'milkwater', 'porkfat', 'rapeseedoil']['rapeseedoil', 'milkfat', 'cornfieldoil', 'sunfloweroil', 'tomatopuree', 'saffloweroil', 'milknonfatsolids', 'ricewhite', 'cottonseedoil', 'waterindirectallsources', 'milkwater', 'soybeanoil']['cornfieldoil', 'sesameseed', 'beetsugar', 'riceflour', 'sugarcanesugar', 'waterindirectallsources']",3,3
