Food,Food_code,GRMS,KCAL,TFAT,SFAT,PROT,CARB,CHOL,SUGR,SODM,FIBE,co2,Food_type,ingredients,m_hei,f_hei
"Bread, CubanStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Black beans, Cuban style (Habichuelas negras guisadas a la Cubana)",133525300,450,928.291650187165,16.5137819292798,4.78127551226621,38.5195102235954,157.871158531169,11.4279641176383,14.043781545368,2211.65616087911,11.2870262445978,0.209835749058347,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",4,4
"Bread, CubanStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Yellow rice, cooked, regular, fat added in cooking",148520270,450,919.381348341192,17.357568997279,4.82162154168568,34.3196416197671,158.094099105951,11.0192837465565,12.7240869374166,2148.99187074313,7.36407578292687,0.25005124176423,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",4,5
"Bread, CubanBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Stewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",133525300,450,928.291650187165,16.5137819292798,4.78127551226621,38.5195102235954,157.871158531169,11.4279641176383,14.043781545368,2211.65616087911,11.2870262445978,0.209835749058347,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",4,4
"Bread, CubanBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Black beans, Cuban style (Habichuelas negras guisadas a la Cubana)",133525410,450,900.59156483714,9.2204013241244,2.00504413748008,38.7921196207446,166.686531938371,0.817360742163554,15.0228247987249,2327.16907106952,13.8274960153664,0.145923086918301,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",2,2
"Bread, CubanBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Yellow rice, cooked, regular, fat added in cooking",148520380,450,891.681262991167,10.0641883921236,2.04539016689955,34.5922510169163,166.909472513153,0.408680371081777,13.7031301907735,2264.50478093353,9.90454555369546,0.186138579624184,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",3,2
"Bread, CubanYellow rice, cooked, regular, fat added in cookingStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",148520270,450,919.381348341192,17.357568997279,4.82162154168568,34.3196416197671,158.094099105951,11.0192837465565,12.7240869374166,2148.99187074313,7.36407578292687,0.25005124176423,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",4,5
"Bread, CubanYellow rice, cooked, regular, fat added in cookingBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)",148520380,450,891.681262991167,10.0641883921236,2.04539016689955,34.5922510169163,166.909472513153,0.408680371081777,13.7031301907735,2264.50478093353,9.90454555369546,0.186138579624184,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",3,2
"Bread, CubanYellow rice, cooked, regular, fat added in cookingYellow rice, cooked, regular, fat added in cooking",163515350,450,882.770961145194,10.9079754601227,2.08573619631902,30.3923824130879,167.132413087935,7.63005050320685E-78,12.3834355828221,2201.84049079755,5.98159509202454,0.226354072330067,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",1,3
"Empanada, Mexican turnover, fruit-filledStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Stewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",135873330,450,1069.98256122526,56.1557863876463,18.2749380797129,23.0003411934188,119.408996133141,40.387191346324,15.2229951727449,1640.86802133091,8.67774913437966,0.252849746417876,main_dishsideside,"['soybeanoil', 'wheatflour', 'waterindirectallsources', 'rapeseedoil', 'cornfieldsyrup', 'applepeeledfruit', 'applepeeledfruit']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",2,1
"Empanada, Mexican turnover, fruit-filledStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Black beans, Cuban style (Habichuelas negras guisadas a la Cubana)",135873440,450,1042.28247587524,48.8624057824908,15.4987067049268,23.272950590568,128.224369540343,29.7765879708493,16.2020384261019,1756.38093152131,11.2182189051483,0.18893708427783,main_dishsideside,"['soybeanoil', 'wheatflour', 'waterindirectallsources', 'rapeseedoil', 'cornfieldsyrup', 'applepeeledfruit', 'applepeeledfruit']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",2,1
"Empanada, Mexican turnover, fruit-filledStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Yellow rice, cooked, regular, fat added in cooking",150868410,450,1033.37217402927,49.70619285049,15.5390527343463,19.0730819867396,128.447310115125,29.3679075997675,14.8823438181505,1693.71664138533,7.29526844347733,0.229152576983713,main_dishsideside,"['soybeanoil', 'wheatflour', 'waterindirectallsources', 'rapeseedoil', 'cornfieldsyrup', 'applepeeledfruit', 'applepeeledfruit']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",2,2
"Empanada, Mexican turnover, fruit-filledBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Stewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",135873440,450,1042.28247587524,48.8624057824908,15.4987067049268,23.2729505905679,128.224369540343,29.7765879708493,16.2020384261019,1756.38093152131,11.2182189051483,0.18893708427783,main_dishsideside,"['soybeanoil', 'wheatflour', 'waterindirectallsources', 'rapeseedoil', 'cornfieldsyrup', 'applepeeledfruit', 'applepeeledfruit']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",2,1
